,Sentence,Sentiment
4964,acquisit made busi well integr,positive
4965,expens ratio 1026 compar 929 correspond period 2005,negative
4966,yara suomi ltd also provid nitrogen chemic technic nitrat variou sector industri well product use environment protect,neutral
4967,alexandria va march 20 patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland develop method mobil support internettyp protocol traffic commun system,neutral
4968,prove good cellphon design truli work art websit nokia 6131 provid color canva express mobileinspir sentiment,positive
4969,equiti index work posit engulf march sml rut iwc smh sox smallcap semi fakeout bout,positive
4970,finnish metal compon supplier componenta oyj said net profit went 35 mln euro 45 mln 2006 22 mln euro 28 mln 2005,positive
4971,seawind en rout finnish port turku stockholm got stuck ice alreadi around 4 pm wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short 2 thursday,neutral
4972,agj record eur 43 mln sale 2006 gener export custom western europ statement said,neutral
4973,alma media expect net sale increas forecast previous,positive
4974,poyri recogn one world lead advisor global forestri industri,positive
4975,finnish cargotec kalmar busi area provid contain handl solut award order ten eon rubbertyr gantri rtg crane saigon newport compani snp vietnam,positive
4976,goog breakout like medium target 700,positive
4977,26 octob 2010 finnish environment manag compani lassila tikanoja oyj hel lat1v lt said today net profit declin eur20 9 first nine month 2010 eur27 6 period year earlier,neutral
4978,baltic state compani report net sale eur 119 mn eur 142 mn oper ebit eur 22 mn eur 17 mn,neutral
4979,compani said fall turnov plan,neutral
4980,36 came aspo chemic 39 aspo ship 25 aspo system,neutral
4981,earn per share higher 048 037 year ahead market consensu 040 eur,positive
4982,luna took fifth place sixund 207 shot behind spain beatriz recari germani martina eberl welsh player becki brewerton highestplac british finish share seventh place threeunder 210 shoot 71,neutral
4983,decis french court relat claim rais twentyon former aspocomp sa employe compani said,neutral
4984,samsung current occupi third place lost ground quarter drop 18 111 share overal,neutral
4985,nokia siemen network struggl make profit past two year,negative
4986,insur divis turn eur120m profit,neutral
4987,net profit period 2009 euro 29 million,neutral
4988,capman made initi invest onem june 2006,neutral
4989,follow workday custom check home comput purchas divid differ ingredi group much energi variou product contain nutrit content purchas,neutral
4990,okmet use furnac contract manufactur solar crystal,neutral
4991,nevertheless develop allow ruin print newspap continu sanoma news main medium,neutral
4992,adp news apr 22 2009 finnish busi inform system develop solteq oyj hel stq1v said today net loss widen eur 189000 usd 245000 first quarter 2009 eur 10000 peri,negative
4993,benefon turn salo unit b2b busi unit establish b2c busi unit uk,neutral
4994,result expect late 2006,neutral
4995,gild sandbag guidanc use last 3 billion cc cautious optimist wait til next er confirm,neutral
4996,fi develop cooper keyword advertis microsoft,positive
4997,contract valu amount eur11m compani ad,neutral
4998,kalnapiliotauro grupe kalnapilistaura group own denmark royal unibrew rais market share 252 percent 2391 percent beer sale nine month jump 114 percent 5299 million liter,positive
4999,total 185 wonderwar certifi si avail integr support wonderwar product intouch « hmi softwar industrialsql server historian wonderwar inform server dt analyst softwar qi analyst spc softwar,neutral
5000,timo penttila appoint new manag respons asset manag nordea institut custom finland,neutral
5001,compani goal achiev annual save eur 2 million usd 27 two third realiz 2010,positive
5002,compani offer payrol servic includ payrol process payrol tax administr employe pay servic includ direct deposit check sign readychex,neutral
5003,china finnish kone provid elev escal solut modernis mainten build 342 escal instal highspe railway section beij shanghai 15 year tear eye,positive
5004,financialwir tm cooper investrend broadcast syndic also provid complet daili confer call webcast schedul servic sharehold investor via firstalert tm network oefirstalert tm daili,neutral
5005,return invest 166 compar 158 2004,positive
5006,omx helsinki 25 end 047 pct lower 315055 omx helsinki 021 pct 1073642 1523 bln eur turnov,negative
5007,decis teke base among follow ground project signific impact busi develop compani,neutral
5008,stuk today full servic hous expert radiat nuclear safeti issu,neutral
5009,april 2005 nest separ parent compani finnish energi compani fortum becam list helsinki stock exchang,neutral
5010,finnish bank àland report oper profit eur 22 mn first quarter 2010 eur 63 mn correspond period 2009,neutral
5011,nordea group oper profit increas 2010 18 percent yearonyear 364 billion euro total revenu 3 percent 933 billion euro,positive
5012,look strong bounc spi lunchtim ralli come dia iwm qqq aa fb,positive
5013,fix mobil converg solut repres key valu proposit today commun market,neutral
5014,growth beer consumpt took place far east latin america africa,neutral
5015,qualcomm 10 dividend increas reward patient investor futur look bright qcom,positive
5016,rest comfort look forward get back work,neutral
5017,e7 smartphon avail rs35 000 per handset across india nokia india vicepresid manag director shivakumar told report,neutral
5018,stockmann establish 1862 finland becam first foreign compani enter russia retail trade market 1989,neutral
5019,oper loss total eur 03 mn profit eur 51 mn first half 2009,negative
5020,oper profit total eur 90 mn eur 97 mn first half 2008,neutral
5021,rnn bleed monday,negative
5022,nordstjernan make offer approxim one month septemb 2007,neutral
5023,mr galvan made save adjust buy less liquor watch portion size,neutral
5024,parti agre disclos price deal group said press releas,neutral
5025,alexandria va march 15 jaakko vilo turku finland develop panel press,neutral
5026,liquid handl product includ electron mechan pipett dispos tip well pipett mainten calibr servic research institut healthcar industri laboratori,neutral
5027,antniemi refut report finnish daili turun sanomat compani reorgan oper baltic countri,neutral
5028,pnc goldman sach receiv dividend hike green light dont act pnc gs,positive
5029,follow payment made april compani total eur 230 million loan financi institut,neutral
5030,compani 20000 sq offic commerci build substanti amount build right new shop center liljeholmen stockholm,neutral
5031,profit period increas eur 29 mn eur 105 mn,positive
5032,qihu total miss one jump 60 break test didnt congrat short,negative
5033,util also provid servic relat electr manag hedg trade risk manag report,neutral
5034,ko miss earn expect last two quarter today’ strong result came major surpris,positive
5035,latvia stockmann shop mall subsidiari finland stockmann plc,neutral
5036,finnish invest group neomarkka oyj hel nembv said today buy former product facil kuitu finland ltd part negoti option invest specialti cellulos fiber busi,neutral
5037,januaryseptemb 2007 group net sale continu oper rose eur 2131 mn eur 1726 mn correspond period 2006,positive
5038,simultan merger plan anoth merger plan sign accord suomen projektivuokrau oy subsidiari vtmrakennuskonevuokraamo oy would merg vtmrakennuskonevuokraamo oy,neutral
5039,finnish electron contract manufactur scanfil report net sale eur 589 mn second quarter 2007 eur 624 mn year earlier,neutral
5040,beyond improv voic capabl custom streamlin way compli recal traceabl requir provid competit advantag,positive
5041,correctedshir buy dyax 59 bln,positive
5042,also includ instal new equip train startup servic well servic work shoe press deliv vaahto 2001,neutral
5043,nokia also negoti product portfolio new compani,neutral
5044,glencor slump 30 percent debt fear grow,negative
5045,valu order eur 4mn,neutral
5046,compani said agre eur160m unsecur credit line lender,neutral
5047,agreement cover monitor mainten server capac servic backup oneyear extens option,neutral
5048,bbri sierra great cash balanc impress growth ratewould wonder marriag,positive
5049,profit tax period eur0 9 eur0 01 last year,positive
5050,oka specialis new construct renov work residenti nonresidenti build well premis industri logist use,neutral
5051,nest oil refineri combin crude oil refin capac approxim 260000 barrel day,neutral
5052,net sale decreas eur 498 million eur 599 million,neutral
5053,2007 etteplan turnov eur125 2,neutral
5054,pretax profit rose eur 06 mn eur 04 mn correspond period 2005,positive
5055,net sale finnish sanoma learn literatur finnish media group sanoma decreas 36 januaryjun 2009 total eur 1628 mn eur 1688 mn correspond period 2008,neutral
5056,size cider bottl remain unchang,neutral
5057,finlan list food industri compani hkscan group control compani baltic improv revenu eur 35 mn eur 1604 mn 2010 eur 1569 mn year,positive
5058,revenu quarter fell 8 percent euro 24 billion compar year earlier,negative
5059,ebit exclud nonrecur item estim increas 2009,positive
5060,think,neutral
5061,keith skeoch step david nish quit chief execut standard life,neutral
5062,upgrad intend rais network capac 450 mhz 630 mhz sever citi enabl bidirect servic digit televis well broadband data,positive
5063,financi detail provid,neutral
5064,tesco share price tumbl neg broker note,negative
5065,accord finnish lñnnen tehtaat ceo matti karppinen lñnnen tehtaat sold major feed grain busi quickli start look acquisit,neutral
5066,finnish consult satama interact oyj said novemb 13 2006 jarmo lonnfor took posit ceo,neutral
5067,accord compani layoff temporari,neutral
5068,cargo traffic fell 1 yearonyear 8561 tonn septemb 2009,neutral
5069,rihko start manag raisio benecol busi summer 2006 head tobacco compani altadi european oper,neutral
5070,financi statement interim report releas around 900 finnish tear eye given date,neutral
5071,compani suppos deliv machineri veneer mill tomsk region russia,neutral
5072,build home improv trade net sale total eur 1173 mn eur 1566 mn year earlier,negative
5073,talk involv food ingredi divis well group servic function compani said,neutral
5074,lloyd bank group share price lift amid report bank pois axe hundr uk job,positive
5075,outokumpu finland stainless steel manufactur plan enter suppli agreement indian railway,positive
5076,shire share price pressur 32bn baxalta deal,negative
5077,howev expect bank provid altern financ,positive
5078,would prematur talk date volum invest procedur said,neutral
5079,russian govern contribut 20 necessari fund said,neutral
5080,posit pursu novel clinic candid go forward,positive
5081,cyme net sale expect amount eur 35 mn 2006,neutral
5082,oper profit decreas nearli eur 17 mn howev,negative
5083,follow acquisit panostaja establish new busi unit focu heat treatment metal,neutral
5084,finland nest oil award chemic industri feder finland innov award nexbtl technolog enabl biodiesel produc veget oil anim fat,positive
5085,finnish paint compani acquir remain 49 pct ukrain lgu undisclos sum,neutral
5086,atria also buy share kauhajoen teurastamokiinteistot oy kauhajoki slaughterhous propertyfrom itikka cooper,neutral
5087,term acquisit disclos,neutral
5088,combin baswar enterpris purchas pay portfolio provid high level autom procur invoic workflow,neutral
5089,compani gener net sale 600 mln euro 7755 mln annual employ 6000,neutral
5090,rsa insur hire towerg egan chief financi offic,neutral
5091,via move compani aim annual save eur 3 million usd 43 main part expect realiz year,positive
5092,howev bottomlin result improv thank posit financi item,positive
5093,nflx 3 low,positive
5094,nyse owner ice may gatecrash deutsch boersels merger,negative
5095,ahlstrom headquart helsinki finland global leader develop manufactur market high perform fibrebas materi,neutral
5096,dmnd green move,positive
5097,q2 2009 profit tax amount eur 136 mn eur 268 mn q2 2008,neutral
5098,valu kind order amount usual euro 2 3 million,neutral
5099,cosmet collect includ eye shadow face powder lip gloss mascara accessori,neutral
5100,increas rang vari 10,neutral
5101,lsedeutsch boers merger would signal end exchang megad,positive
5102,oper profit continu oper fell eur 483 mn eur 724 mn first half 2007,negative
5103,compani said focu resourc clinic research,neutral
5104,glaston net profit third quarter 2007 drop 24 mln euro 35 mln 35 mln euro 51 mln correspond period 2006,neutral
5105,tekla structur 16 instal built accord microsoft requir window 7 certif compani ad,neutral
5106,astrazeneca acquir zs pharma 27 billion deal,positive
5107,london marketwatch share price end lower london monday rebound bank stock fail offset broader weak ftse 100,neutral
5108,kone share drop 41 percent x20ac 43 us 5577 helsinki,negative
5109,2007 huhtamaki continu invest organ growth,neutral
5110,daili graphic newspap octob report initi embark upon fidel bank partner ghana post offic across countri offer financi servic unbank underbank countri,neutral
5111,glaston glass process unit tamglass glass process manufactur high qualiti safeti glass product oper finland,neutral
5112,share 14747084 held compani number outstand share vote right attach share amount thu 161256847,neutral
5113,uk stock littl chang near record barclay shell fall,negative
5114,amrn got sell signal 7114 still forc target 150,negative
5115,mr mikko saavalainen head comptel global sale conclud gibtelecom provid perfect illustr varieti busi technic regulatori challeng oper face oss today,neutral
5116,alexandria va oct 6 unit state patent 7804288 issu sept 28 assign vacon oyj vaasa finland,neutral
5117,finnish food industri compani hk ruokatalo atria form joint ventur compani call lñnsikalkkuna produc turkey meat,positive
5118,annual capac 10000 mw,neutral
5119,sp kept sell rate nordea ub reaffirm buy recommend,neutral
5120,oper profit exclud restructur cost grew eur 445 million eur 317 million oper profit includ restructur cost show even larger growth eur 385 million eur 74 million,positive
5121,revenu juli septemb grew 21 percent euro 23 billion finnish compani said thursday,positive
5122,oper profit rose eur 131 mn eur 87 mn correspond period 2007 repres 77 net sale,positive
5123,kcg bot 224,positive
5124,finland bank àland report oper profit fell eur 61 mn second quarter 2008 eur 75 mn second quarter 2007,negative
5125,separ announc helsinki stock exchang atria reveal compani third quarter profit declin eur13 9 third quarter last year eur12 7 year q3,neutral
5126,finnish group anticip sale gain eur42m tax expens,positive
5127,oper loss pulp paper machineri unit eur 3mn septemb 2007 august 2008 compar profit eur 37 mn year earlier,negative
5128,baltic countri sale fell 402 russia 232 term euro 107 term local currenc,negative
5129,companieskingfish bid mr bricolag run troubl,negative
5130,fair valu chang invest properti eur 158 mn compar eur 229 mn third quarter 2009,neutral
5131,compani plan expand intern market subsidiari distributor 2011 onward,positive
5132,invest would eur5m,neutral
5133,accord finnish insur compani tapiola local insur group lñhivakuutu pohjola two fierc storm end juli begin august 2010 fell tree around finland speed sale forest insur,positive
5134,gld closer inspect resist 10 point north 200d downward trendlin chart 2 2,negative
5135,sweden agreement cover data commun servic well,neutral
5136,kep break market pull back,positive
5137,latest date registr 4 april 2006,neutral
5138,mr skogster current serv manag respons abb oy system modul low voltag drive,neutral
5139,pretax profit total eur 90 mn eur 363 mn 2007,neutral
5140,ration oper seek achiev eur 1 million yearli save second quarter current financi year,positive
5141,metso deliveri includ complet coat board line relat air system two winder,neutral
5142,reduct conclud autumn 2010,neutral
5143,compani also said board director propos profit distribut eur0 92 per share,neutral
5144,mpwr ceo sell 450k april 15thmeh,negative
5145,pleas inform ir johanna koskinen particip later 20 april 10 telephon confer financi analyst investor conduct english begin 300 pm finnish tear eye eet,neutral
5146,bank forecast finland gdp grow 2 2010 2011,positive
5147,hlf short made kill last coupl day might make cover buy back,negative
5148,adpnew aug 3 2009 finnish media group ilkkayhtyma oyj hel ilk2 said today net profit fell 45 year eur 59 million usd 84 first half 2009,negative
5149,chief financi offic jim heindlmey said beyond oblivion advanc talk four major record compani servic,neutral
5150,addit product varpaisjâ rvi factori stop begin april 2009,negative
5151,e build system servic revenu eur 355 mln 2007,neutral
5152,increas net sale due acquisit swedish silva produc garden tool boat,positive
5153,budapest august 10 mti finnish electron maker elcoteq lay 700 worker plant pec hungari end septemb fall order commun director elcoteq local unit zoltan krippl told mti monday,neutral
5154,product rang includ marin oliv cold cut pate exampl,neutral
5155,aldata note voic suppli chain technolog approach enabl vdw integr warehous manag system,neutral
5156,nasdaqlist yahoo inc introduc new servic enabl malaysian take favorit internet content servic mobil phone,positive
5157,share 29659239 held compani group compani number outstand share vote right attach share thu amount 322705218,neutral
5158,srv also build aqua park well area restaur multifunct ice arena,neutral
5159,p bull flag daili earn tabl tomorrow 12 movewil straddl one earningslot vol guarante,positive
5160,sainsburi sale slip price pressur take toll,negative
5161,sinc associ data cover sale figur 100 small local breweri sale import beer product actual market share member smaller given report,neutral
5162,deal line etteplan strategi oper partner global custom provid industri technolog design servic,neutral
5163,accord hkscan finland plan increas jñrvisuomen portti net sale eur 80mn eur 100mn,positive
5164,watch bancostheyr hold rel well compar broad market xlf bac gs c larg c buy bac backburn,positive
5165,divest compani part tietoen busi area govern manufactur retail,neutral
5166,rosen cautiou optimist inregard second half year,neutral
5167,seminar introduc modern clean technolog product financi tool sponsorship program energi environ project well potenti develop clean energi vietnam,positive
5168,report period net sale rose 8 yearonyear eur64 3 due busi acquisit realiz first half 200809 effect eur10 9 review period,positive
5169,apart yit home may purchas 5 region russia yit subsidiari carri activ moscow moscow region st petersburg ekaterinburg kazan rostovondon,neutral
5170,bone earn stock pois pop,positive
5171,finnish kci konecran rais net sale growth estim 2006 25 35,positive
5172,spain caixabank launch new takeov bid banco bpi,positive
5173,stock exchang announc 20 juli 2006 1 1 baswar share subscript warrant increas share capit total 119 850 share subscrib baswar warrant program,neutral
5174,finnish scanfil system supplier contract manufactur commun sector electron industri report net sale eur 496 mn first quarter 2009 per cent smaller correspond period 2008,negative
5175,entertain one dispel itv takeov rumour,positive
5176,dividend payabl annual shall deduct share subscript price,neutral
5177,new product launch finland doubl 2005,positive
5178,assign strengthen poyri posit intern provid engin project servic chemic process industri,positive
5179,custom come follow countri uk usa spain franc itali germani china sweden norway netherland austria belgium switzerland czech republ serbia finland canada russia ukrain portug denmark ireland south korea estonia liechtenstein,neutral
5180,alpina sport lebanon new hampshir usa base distributor eg alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountri ski,neutral
5181,cargotec germani gmbh award contract stadtverwaltung mainz chassi bodi open procedur,positive
5182,report oper margin neg 59,negative
5183,purchas price disclos,neutral
5184,okmet expect net sale first half 2009 less 2008,neutral
5185,finnish pharmaceut compani orion net sale rose eur 190mn first quarter 2009 eur 180mn first quarter 2008,positive
5186,compani well posit brazil uruguay,positive
5187,upsid move volatil mine sector send anglo american plc aal 68 430 pm london tear eye,positive
5188,sale 14 per cent finland 27 per cent abroad sale lift strong growth sale russia lithuania,neutral
5189,fb 75 bearish pattern consid bullish sentiment that impress bearish move,negative
5190,would increas estim sale 117 million last year,positive
5191,accord seppñnen new technolog umts900 solut network build cost onethird lower build 35 g network oper 2100 mhz frequenc,positive
5192,number one mean creat ad valu stakehold everyth,neutral
5193,number offer receiv contract two,neutral
5194,donat univers annual gener meet author board director donat max,neutral
5195,expect revenu 84 billion 87 billion compar analyst estim 867 billion,neutral
5196,lse get hong kong regulatori nod hk firm becom lse member,positive
5197,diamet protocol develop accord standard ietf rfc 3588 ietf rfc 3539,neutral
5198,underground park facil also built basement floor,neutral
5199,dish weak continu 4943 area resist last week,negative
5200,fusioniq new posit time signal sbux today pleas retweet signal,positive
5201,repres bodi swedish meat approv improv offer finnish hk ruokatalo acquir compani,positive
5202,mreal sale expect increas 4 yearonyear eur609m second quarter 2010,positive
5203,weber convinc friend ray ostrom own lake street sport good store sell lure,neutral
5204,aapl beaten hate etc hhhmm opposit 700 happen next,negative
5205,signific challeng market logset samporosenlew,neutral
5206,district court helsinki dismiss charg court first instanc 2005,positive
5207,telest bk optiflex amplifi product use ongo capac upgrad kdg network bidirection,neutral
5208,busi unit investlesprom group cover full forest industri chain group own forest sawmil paper pulp mill process plant,neutral
5209,previous compani expect 2008 financi perform remain level 2008,neutral
5210,insur admir blow hot cold aviva soar prefriend life merger,neutral
5211,retail giant kingfish report solid start year,positive
5212,maximum amount termin finland 40 employe compani ad,neutral
5213,tsla yeah let go 230 laugh out loud,negative
5214,compani schedul traffic measur revenu passeng kilometr rpk grew 2 nearli 3 passeng carri schedul flight februari 2009,positive
5215,valid fgvoip client symbian sign repres signific step forward accomplish goal,positive
5216,ebay ebay bay work coupl daili doji continu downsid,negative
5217,royal mail get mix bag ofcom postal regul report,neutral
5218,raguti base lithuania secondlargest citi kauna boost sale last year 223 per cent 364 million liter,positive
5219,trade accord agreement announc 26 march 2008,neutral
5220,initi estim total valu contract 250 000 euro exclud vat,neutral
5221,shell bg sharehold vote deal end januari,neutral
5222,complet acquisit poyri oil ga expertis cover multidisciplin engin consult servic across complet oil ga asset lifecycl includ deepwat engin servic,neutral
5223,lietuvo respubliko sveikato apsaugo ministerija award contract uab affecto lietuva financi system softwar packag,positive
5224,order worth eur 8mn,neutral
5225,ibm stay strong,positive
5226,cru upgrad buy alpha street research,positive
5227,appl almost 20 februari low littl fanfar aapl,positive
5228,rio tinto swing loss drop dividend polici,negative
5229,cision say sale return uk oper profit,positive
5230,isolation anoth sell rate sell rate spi qqq iwm sever compani aapl appl axp bac,negative
5231,due rapid decreas net sale personnel reduct carri wider scale initi expect,negative
5232,sale volum cocacola market share decreas 22 242,neutral
5233,lt net profit whole 2010 drop eur 36 million eur 45 million 2009,negative
5234,order consist outsourc applic manag support plan tecnotre thirdparti applic,neutral
5235,group net sale third quarter 2007 total eur 1423 mn oper profit eur 43 mn,neutral
5236,vaisala headquart helsinki finland develop manufactur electron measur system meteorolog environment scienc traffic industri,neutral
5237,spi look like bear trap get laid faster cadburi creme egg easter bunni,positive
5238,finnlin estim annual gener meet 2008 financi tough year due larg invest,neutral
5239,furthermor compani sell warehous offic build loudeac saint marcel leas new joint premis oper morvillar,neutral
5240,sale midstrength beer decreas 40,neutral
5241,abn 59 087 901 620 repres 510 vote right share capit citycon oyj,neutral
5242,compani 120 employe annual sale approxim eur16m,neutral
5243,accord mreal ceo mikko heland transact enabl compani proceed swiftli restructur program,positive
5244,baba may take day wk month watch happen fb twtr ipo mrkt need washout hunt well need 2 wait stalk,neutral
5245,2008 deal like bring save eur 20mn25mn,positive
5246,new delhi juli 17 sahlberg teppo kallio timo mustonen tuoma real oyj espoo finland develop novel mark method produc,neutral
5247,intern oper account 80 net sale,neutral
5248,financ arrang enabl compani ensur line treasuri polici suffici financi instrument dispos potenti capit requir,positive
5249,gild chart ibb back support,positive
5250,result negoti employ 130 blue whitecollar employe oulu plant would termin,neutral
5251,oper loss amount eur 07 mn compar profit eur 08 mn second quarter 2005,negative
5252,order also includ extens mainten work shoe press deliv vaahto 2001,neutral
5253,thank internet consum compar product previous finnish compani competit,neutral
5254,oper profit total eur 58 mn loss eur 17 mn fourth quarter 2009,positive
5255,real estat compani post net loss ó x201a ¼ 593 million ó x201a ¼ 021 per share compar net profit ó x201a ¼ 31 million ó x201a ¼ 011 per share correspond quarter 2007,negative
5256,earn per share ep amount loss eur0 38,negative
5257,biggest seller chain supermarket finland organ pirkka tomato carrot egg meat product,neutral
5258,aapl long 63091,positive
5259,divest raisio margarin busi may 2009 gave compani clearer focu grainbas product,positive
5260,total valu project valu sek 30bn eur 283 bn usd 381 bn,neutral
5261,cgrantwsj think tsla bubbl might go tear eye long ppl love car might keep get fund,positive
5262,product manufactur finland also pack countri,neutral
5263,luv continu consolid previou break area,positive
5264,sure happen,neutral
5265,adp news nov 18 2008 finnish ac drive manufactur vacon oyj omx vac1v said today set new repres offic romania ukrain serv grow market eastern southeastern europ,positive
5266,nokia inaugur manufactur plant near chennai 11 mar 2006,neutral
5267,scanfil issu profit warn 10 april 2006,neutral
5268,contract includ design construct deliveri equip instal commiss,neutral
5269,fixedterm contract mr jarmo ukonaho current gener manag incap indian oper finish end year,neutral
5270,vnh gener annual net sale 5 mln eur employ 21 peopl,neutral
5271,finland lead metal group outokumpu said fourthquart net profit tripl back strong global demand stainless steel soar base metal price proce sale technolog unit,positive
5272,amzn trail 12 month oper cash flow rose 48 498 billion free cash flow decreas 63 388 million,neutral
5273,post turnov 45 mln euro 61 mln oper profit 15 mln euro 20 mln 2006,neutral
5274,dismiss staff member take matter court unless settl outsid,negative
5275,linkedin revenu nearli 50 lnkd,positive
5276,lemminkñinen start manufactur roof felt 1920 product asphalt 1930,neutral
5277,zao yit moskovia build hous moscow surround citi,neutral
5278,valu deal exce eur500 000 compani said,neutral
5279,period sale drop eur 306 million eur 383 million accord interim report releas today,negative
5280,scanfil system supplier contract manufactur commun sector give notic 20 product employe temporarili lay 15 employe compani plant sievi finland,neutral
5281,repo rate gradual reach 2 end 2010 accord nordea econom outlook,neutral
5282,symphoni servic provid develop servic aldata gold,neutral
5283,licens agreement nokia corp part expir april 9 2007,neutral
5284,divest stake repres 27 share okmet capit,neutral
5285,aapl bounc right vol vol slid,positive
5286,lo angelesbas pacif offic properti trust acquir own oper offic properti western us focus initi market honolulu san diego lo angel phoenix,neutral
5287,finland five largest brand control 90 beer market,neutral
5288,adanac molybdenum canada order grind technolog molybdenum project british columbia canada shalkiya zinc kazakhstan award contract grind technolog shalkiya zinclead project kazakhstan,positive
5289,part transact äñnekoski paper mill remain mreal ownership continu galeri art product sappi longterm contract,neutral
5290,deliveri due second half 2011,neutral
5291,agreement valid four year,neutral
5292,finnish ship compani finnlin grimaldi group report net sale decreas eur 2418 mn januaryjun 2009 eur 3840 mn correspond period 2008,neutral
5293,also strong asset electron media employ 18500 increas 9 percent last year,positive
5294,mani commerci vessel got stuck narrow bay bothnia ice thicker around aaland island,negative
5295,ventur 51 own kemira 49 ivrcl oper inorgan coagul manufactur facil built vishakapatnam vizag state andhra pradesh kick oper second half 2011,neutral
5296,seem enough hour day pekkarinen,neutral
5297,aug 31 2009 gawker media deliv newstex love fish video game felt nt enough wacki involv activis nasdaq atvi rapala fish might catch eye familyfun hook,neutral
5298,cardona slow vehicl turn around return intersect call 911,neutral
5299,manufactur cpp undertaken exist export orient unit eou wartsila factori khopoli near mumbai,neutral
5300,see 20 percent upsid fb share,positive
5301,januaryjun 2010 dilut loss per share stood eur0 3 versu eur0 1 first half 2009,neutral
5302,chime commun set acquir wpp provid,positive
5303,dixon carphon profit boost strong sale,positive
5304,ev3 devic involv action,neutral
5305,capit expenditur energi effici unfortun fallen along declin economi,negative
5306,found 1994 compani use sixstep timefocus collabor project approach improv financi institut revenu stream,neutral
5307,agreement geosentr provid gypsiipow hotel inform reserv servic visitor china includ popular citi beij shanghai,positive
5308,valga lihatoostu market product mak moorit trademark,neutral
5309,finnish consum packag manufactur huhtamaki oyj said swung net profit 841 mln euro 1056 mln first nine month 2006 net loss 26 mln euro 33 mln period 2005,positive
5310,homebuild ryl break support watch one spi,negative
5311,besid increas share meat variou sausag offer number new tast grill product shish kebab segment paavel said,positive
5312,like breakout long well get 100 200 could see run,positive
5313,helsinki finland sept 18 2009 globe newswir ixono plc expand compani smartphon rd servic establish new nextgener smartphon design unit connect ixono site jyvaeskyla,positive
5314,axdx got bore took proprietari profit exit didnt like option liquid lousi spread,negative
5315,also latvia act partner bakeri custom product product develop,neutral
5316,total donat amount eur 1115000,neutral
5317,facil use refin citycon exist credit facil compani said,neutral
5318,finnish real estat compani sponda oyj said april 11 2008 would build vuosaari harbour servic center port helsinki,neutral
5319,build home improv trade sale decreas 63 total eur 1541 mn,negative
5320,exactli happen recent weekday east baker brought remind resid easter tradit make wheat rice pie,neutral
5321,compani move oper profit eur10 9 versu oper loss eur15 3 also turn ep eur0 08 versu loss per share eur0 04,positive
5322,cost new ropax vessel 30 lower present one,positive
5323,deal also includ tenyear mainten agreement,neutral
5324,talvivaara mine compani plc talvivaara mine lse talv finlandbas nickel mine busi instal second product line metal recoveri plant june 9 2010,neutral
5325,transact would increas earn per share first quarter eur0 28,positive
5326,market data analyt deriv primari secondari research,neutral
5327,iwm buy program pop iwm close print cheap money mean higher stock price spi robot buy,positive
5328,cencorp would focu develop manufactur market standard product product autom,neutral
5329,crucial decis use etsi european telecommun standard institut back dvbh add grow list oper equip manufactur opt standard see global 20 januari 2006 compet technolog vie mobil tv,neutral
5330,addit kone sign twoyear mainten contract escal,positive
5331,size extens 185 alreadi let gross area 2830 sq 30460 sq ft,neutral
5332,new locat nt chang wellmont store air transport servic,neutral
5333,potenti client includ public administr organ invest util network servic,neutral
5334,steelmak said drop profit explain continu econom uncertainti mix current drought bank lend result declin demand product custom find increasingli difficult fund oper,neutral
5335,ea reng group post sale approxim 84 million kroon 2007,neutral
5336,barclay share price subdu bank face fresh forex probe,negative
5337,market expect heineken sell hartwal whole part,neutral
5338,addit tulikivi corpor also current member board follow compani altia corpor jñrvisuomen portti osuuskunta osuuskunta kpi profil vehicl oy voimatel oy,neutral
5339,total invest vantaa plant extens amount around 10 million euro okmet share invest worth around 27 million,neutral
5340,last year upm cut product close mill finland slash 700 job,negative
5341,current plant oper full capac,neutral
5342,report profil 614 compani includ mani key nich player worldwid black decker corpor fiskar corpor fiskar brand inc husqvarna outdoor product inc ks group ryobi technolog inc scott miraclegro compani van group inc,neutral
5343,walter invest manag corp receiv sell compass point wac,negative
5344,move carri transfer hkscan productionrel properti plant equip well hold subsidiari associ compani countri hkscan finland,neutral
5345,wo nt happen overnight,neutral
5346,chief execut offic ollipekka kallasvuo chang tuesday mark third tear eye nine month compani reshuffl execut oper nokia lose ground appl iphon rim blackberri,negative
5347,deutsch bank cut sbux,negative
5348,irish housebuild cairn home plan london list,positive
5349,reward paid basi earn period 2011 correspond valu maximum total 364000 componenta corpor share includ also proport paid cash,neutral
5350,cramo manag jarmo laasanen said hire equip machineri lithuania differ baltic countri lithuania still mani public structur road bridg airport shop built,neutral
5351,oper profit quarter apriljun 2006 amount eur42 9 net sale eur156 3,neutral
5352,slv po say 2 year go lower forget go short,negative
5353,paper compani mreal calcul 100000 biscuit carton made use 25gsm lighter board co2 save cours 12 month would equal gener drive 1000 km car,neutral
5354,compani expect open first onlin shop us summer 2011,neutral
5355,moscow metro first metro system europ implement smart card togeth new type magnet card 1998,neutral
5356,small firm suffer moment like money troubl ad,negative
5357,net sale revenu per passeng expect increas,positive
5358,return capit employ roce neg 23 compar 113 2007,neutral
